sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
PB,2,4,1,1,1,1,0,1,5,1,2,2,2,2,2,2,2,0,0,0,1,1,13
RJ,1,4,1,1,3,0,3,1,1,1,1,1,1,1,1,1,2,1,0,0,3,1,302
AC,2,4,1,0,7,4,3,2,3,2,1,2,2,2,2,2,2,0,0,0,7,9,150
BA,2,6,1,1,5,3,2,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,240
RS,1,5,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,260
AL,1,12,1,3,5,3,2,1,1,1,1,1,2,2,2,1,2,3,2,1,5,1,980
SC,1,10,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,,3000
TO,1,4,1,0,5,0,5,1,1,1,2,2,2,2,2,2,2,1,0,0,5,9,331
MG,2,6,4,1,3,2,1,1,1,1,1,1,2,2,2,2,2,0,1,0,3,3,1000
MT,1,6,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,3,191
SP,1,5,3,1,4,2,2,1,1,1,1,1,2,1,2,1,2,2,1,0,4,1,1150
RS,2,4,1,1,4,1,3,2,1,1,1,1,1,2,2,2,2,1,0,0,4,3,151
BA,1,4,1,0,5,2,3,1,1,1,1,2,2,2,2,2,2,1,0,0,5,3,251
SC,1,6,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,0,2,,750
PR,1,6,2,1,5,3,2,1,1,1,1,1,1,1,1,1,1,2,2,0,5,1,1570
GO,2,5,4,1,5,2,3,2,3,1,1,2,2,2,2,2,2,1,0,0,5,3,151
MG,1,5,3,1,3,2,1,1,2,1,1,1,2,2,2,1,2,1,0,0,3,1,1000
SP,1,4,1,1,4,3,1,1,1,1,1,1,1,2,1,1,2,2,0,0,4,2,1300
RN,1,5,1,1,6,1,5,1,2,1,1,1,2,2,2,2,2,1,1,0,6,3,340
ES,1,8,4,2,4,2,2,2,1,1,1,1,2,2,2,2,2,2,0,0,4,3,551
SP,1,8,1,2,2,0,2,1,1,1,1,1,2,1,1,1,2,2,1,0,2,1,2151
SP,1,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,700
RN,1,5,5,1,2,1,1,1,5,1,1,2,2,2,2,2,2,1,0,0,2,3,136
MA,2,4,1,0,5,4,1,1,3,1,1,1,2,2,2,2,2,0,0,0,5,9,200
SE,1,6,1,1,6,5,1,1,1,1,2,1,2,2,2,2,2,0,0,0,6,1,70
RJ,1,4,3,1,6,3,3,1,1,1,1,1,1,1,2,1,2,2,0,0,6,1,1260
CE,1,6,3,0,4,1,3,1,5,1,1,2,2,1,2,2,2,2,0,0,4,2,251
PA,1,2,1,1,1,0,1,2,5,1,1,1,2,2,2,2,2,1,0,0,1,3,60
PB,2,5,3,1,3,2,1,3,5,1,1,1,2,2,2,2,2,1,0,0,3,3,220
SP,1,4,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,500
GO,1,7,2,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,3,886
SC,1,5,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,2,1,0,4,,900
SP,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,0,2,1,200
AL,1,2,1,1,5,2,3,1,1,1,1,2,2,2,2,1,1,3,0,1,5,3,300
SP,1,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,700
RJ,1,4,1,1,1,1,0,1,1,1,1,1,1,2,2,1,2,1,0,0,1,1,500
SP,1,5,1,1,4,1,3,1,1,1,1,1,1,1,1,1,2,2,3,0,4,1,3450
MA,1,6,2,1,4,2,2,1,1,1,1,1,1,1,2,2,2,2,1,0,4,1,700
BA,1,5,1,1,4,2,2,1,3,1,1,1,1,2,2,2,2,1,0,0,4,3,453
DF,1,14,1,5,5,2,3,1,1,1,1,1,2,1,1,1,1,3,2,0,5,1,5200
PR,1,10,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,0,2,1,2200
BA,2,4,1,0,7,5,2,1,5,2,1,2,2,2,2,2,2,0,0,0,7,3,100
PI,1,5,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,2,3,251
SP,1,5,4,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,302
PR,1,8,3,1,7,4,3,1,1,1,1,1,2,2,2,2,2,2,0,0,7,1,400
PE,1,7,1,1,6,3,3,1,1,1,1,1,1,2,2,2,2,1,0,0,6,,1104
MG,1,4,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,346
RJ,1,3,3,1,4,0,4,1,1,1,2,1,2,2,2,2,2,1,0,0,4,1,604
MS,1,4,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,0,0,3,3,520
RJ,1,5,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,2,1,302
SP,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,1,450
GO,1,3,3,1,1,1,0,2,1,1,1,1,2,2,2,2,2,0,0,0,1,3,480
RJ,1,6,1,1,4,2,2,2,2,1,1,1,1,2,2,2,2,2,0,0,4,3,2096
MG,2,5,1,0,5,2,3,1,3,1,1,1,2,2,2,2,2,1,1,0,5,3,280
RS,1,2,3,1,1,1,0,1,1,1,1,1,2,2,1,1,2,0,1,0,1,1,600
PR,2,6,1,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,0,0,3,3,100
BA,1,5,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,2,0,0,3,1,160
MG,1,6,3,1,3,1,2,1,2,1,2,1,2,2,2,2,2,1,0,0,3,1,256
CE,1,8,1,3,4,1,3,1,1,1,1,1,2,2,2,1,2,1,1,0,4,1,800
SP,1,7,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,3,1,1125
MS,2,5,1,1,1,1,0,2,3,1,1,2,2,2,2,2,2,1,0,0,1,3,4000
PE,1,7,1,2,4,2,2,1,5,1,1,1,1,1,2,1,2,1,1,0,4,,1170
RS,1,4,3,1,2,0,2,1,1,1,1,2,2,2,2,2,2,1,0,0,2,1,80
RS,2,8,1,1,6,3,3,2,4,1,1,1,2,2,2,2,2,1,1,0,6,3,351
PR,1,2,3,0,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,2,1,560
PR,1,5,5,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,302
SC,2,5,1,1,4,2,2,2,1,1,1,1,2,1,2,1,2,1,0,0,4,,450
SC,1,10,2,2,4,1,3,2,1,1,1,1,2,1,1,1,1,1,1,0,4,,2460
GO,1,7,1,2,1,1,0,1,1,1,1,2,1,2,2,1,2,1,0,0,1,1,450
MG,2,5,4,1,4,3,1,2,5,1,1,1,2,1,2,2,2,1,0,0,4,3,501
MA,1,10,1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,7000
MG,2,7,4,1,4,3,1,1,3,1,1,1,2,2,2,2,2,1,0,0,4,3,280
RS,2,6,1,1,4,1,3,2,1,1,1,1,1,2,2,2,2,1,1,0,4,3,700
PR,1,5,2,1,1,1,0,1,1,1,1,2,2,2,2,2,2,0,0,0,1,1,240
SP,1,5,1,2,2,0,2,1,1,1,2,1,2,1,2,1,2,1,0,0,2,1,328
SP,1,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,2,1,520
RN,1,6,5,1,3,2,1,2,1,1,1,1,2,1,2,1,2,2,0,0,3,3,700
CE,2,14,1,0,8,2,6,3,5,1,1,2,2,2,2,2,2,1,0,0,8,3,100
SC,1,7,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,0,0,2,,466
SP,1,9,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,3,1,3700
SE,2,2,1,0,5,2,3,1,7,1,2,2,2,2,2,2,2,0,0,0,5,3,100
DF,1,3,3,1,1,0,1,2,1,1,1,1,1,2,2,1,2,1,0,0,1,3,300
BA,2,4,1,0,4,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,4,3,250
PR,1,4,1,1,4,3,1,1,1,1,1,1,2,2,2,1,2,1,0,0,4,3,151
SP,1,9,1,1,3,0,3,1,1,1,1,1,1,1,1,1,2,1,2,0,3,1,2100
MA,1,4,3,0,3,1,2,1,5,2,2,2,2,2,2,2,2,0,0,0,3,3,300
BA,1,5,1,1,7,5,2,1,1,1,1,1,2,2,2,2,2,1,0,0,7,3,2400
RS,1,6,1,1,5,3,2,1,1,1,1,1,1,1,2,2,2,3,0,0,5,2,1551
RS,1,4,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,472
SP,1,6,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,5,2,0,4,3,3300
RS,1,7,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,1,850
PR,2,7,1,1,7,6,1,1,3,1,1,1,2,2,2,2,2,1,0,0,7,3,900
MG,1,7,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,367
GO,1,10,1,3,5,3,2,1,1,1,1,1,1,2,2,1,2,2,2,0,5,1,1676
GO,1,6,3,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,0,0,3,3,300
MA,2,5,1,0,7,5,2,2,5,1,1,2,2,2,2,2,2,1,0,0,7,3,128
BA,1,5,3,1,4,0,4,1,1,1,1,1,2,2,2,1,2,1,0,0,4,1,361
SP,1,5,1,1,5,2,3,1,1,1,1,1,1,2,2,2,2,3,1,0,5,1,930
AM,1,4,1,0,4,3,1,1,3,1,1,2,2,2,2,2,2,0,0,0,4,3,280
SC,1,5,1,1,4,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,4,,760
SP,1,8,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,2,2,0,5,1,2800
SE,1,7,1,0,7,4,3,1,1,1,1,2,2,2,2,2,2,1,0,0,7,1,200
DF,1,4,4,1,4,2,2,1,1,1,1,1,1,1,2,2,2,2,1,0,4,1,1280
MT,1,8,2,3,5,3,2,2,1,1,2,1,2,1,2,2,2,1,1,1,5,2,3600
RS,2,8,3,2,8,3,5,3,3,1,2,1,2,1,2,2,2,1,2,0,8,1,901
SP,1,6,2,1,4,2,2,1,2,1,1,1,1,1,2,2,2,2,0,0,4,3,1450
MA,2,3,1,0,6,2,4,3,3,1,2,2,2,2,2,2,2,0,0,0,6,3,151
PE,2,5,1,0,2,1,1,3,1,1,2,1,2,2,2,2,2,1,0,0,2,,471
AC,1,6,1,2,3,2,1,2,1,1,1,1,2,1,2,2,2,1,1,0,3,1,453
MG,2,10,4,2,4,2,2,2,3,2,1,1,2,2,2,2,2,0,0,0,4,3,320
SP,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,7000
PE,1,10,1,2,3,0,3,1,1,1,1,1,2,2,2,1,2,1,0,1,3,,7222
SP,1,6,1,1,4,2,2,1,1,1,1,2,1,1,2,1,1,1,1,0,4,3,120
MG,1,4,1,1,5,2,3,1,1,1,1,1,1,2,2,2,2,1,1,0,5,1,200
MS,2,1,1,0,6,2,4,2,4,2,1,2,2,2,2,2,2,0,0,0,6,3,225
PR,1,6,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,361
SP,1,8,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,370
CE,1,2,1,0,6,3,3,2,3,1,1,2,2,2,2,2,2,0,0,0,6,3,120
MA,1,7,1,1,2,1,1,1,5,1,2,1,2,2,2,2,2,1,0,0,2,3,992
PI,1,5,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,151
PR,1,5,2,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,3,600
PA,1,7,1,2,3,1,2,1,2,1,1,1,2,1,2,1,2,1,0,0,3,3,950
PA,1,4,1,1,4,3,1,1,1,1,2,1,2,2,2,2,2,0,0,0,4,3,361
BA,1,6,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,0,2,3,1000
SP,1,5,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,0,2,1,800
PB,2,6,4,0,4,1,3,3,7,1,1,2,2,2,2,2,2,0,0,0,4,3,271
MT,2,2,1,0,5,3,2,3,3,1,2,2,2,2,2,2,2,1,0,0,5,3,100
RJ,1,4,3,1,5,1,4,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,480
MA,2,6,5,0,6,5,1,2,4,2,2,2,2,2,2,2,2,0,0,0,6,3,332
RS,1,8,2,1,3,2,1,1,1,1,1,1,2,1,1,1,2,0,1,2,3,1,1800
PA,2,4,1,0,9,3,6,2,3,2,2,2,2,2,2,2,2,0,0,0,9,3,750
RS,1,11,3,2,2,0,2,1,2,1,1,1,1,1,2,1,2,2,0,2,2,1,500
SP,1,6,1,1,6,3,3,1,1,1,1,1,1,1,1,1,2,2,0,0,6,3,1300
SP,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,0,2,1,251
AL,2,5,1,0,4,1,3,2,5,1,1,2,2,2,2,2,2,1,0,0,4,3,511
BA,1,7,1,1,6,2,4,2,1,1,1,1,2,1,2,1,2,1,0,0,6,3,950
PB,1,9,1,2,7,4,3,1,1,1,1,1,1,2,2,1,2,4,0,0,7,1,1304
RS,1,4,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,4,1,950
BA,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,2,0,0,3,2,500
PR,1,3,1,0,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,201
MG,1,10,1,3,5,2,3,1,1,1,1,1,1,1,1,1,1,3,2,0,5,1,3150
SP,1,5,3,1,4,3,1,1,1,1,1,1,1,2,2,1,2,2,0,0,4,1,725
RO,2,4,1,1,2,1,1,2,3,1,1,1,2,1,2,2,2,2,1,0,2,3,300
MS,1,7,1,2,5,3,2,1,1,1,1,1,2,1,2,1,2,2,3,1,5,1,900
RJ,1,8,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,6000
SC,1,6,1,1,5,2,3,2,1,1,1,1,2,1,2,2,2,1,0,0,5,,820
SP,1,5,2,1,2,0,2,1,1,1,1,1,1,1,1,1,1,3,0,0,2,1,350
SP,1,4,3,1,4,1,3,1,1,1,1,1,1,1,1,1,2,1,1,0,4,1,2130
RS,1,5,1,1,5,4,1,1,1,1,1,1,2,2,2,1,2,1,1,0,5,3,450
MT,1,4,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,2,3,3,350
RJ,1,5,1,1,4,1,3,1,1,1,1,1,1,1,2,1,2,1,0,0,4,9,1237
BA,1,9,1,2,6,4,2,1,1,1,2,1,2,1,2,1,2,1,2,0,6,1,1349
PA,1,4,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,1,0,0,3,3,404
GO,1,4,1,0,3,1,2,3,5,1,1,2,2,2,2,2,2,0,0,0,3,3,151
GO,1,7,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,151
PR,2,4,4,0,6,3,3,2,3,1,1,1,2,2,2,2,2,1,0,0,6,3,150
PR,1,7,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,0,2,1,800
PR,1,6,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,0,0,2,1,422
RN,1,5,1,1,5,4,1,1,1,1,1,1,1,2,2,1,2,2,0,0,5,1,436
RO,2,6,1,1,5,4,1,2,3,1,2,1,2,1,2,2,2,1,1,0,5,3,650
MG,1,8,1,1,5,3,2,1,1,1,1,1,2,2,2,1,2,2,0,0,5,1,1202
AL,2,6,1,1,9,6,3,1,3,1,1,1,2,2,2,2,2,1,0,0,9,3,600
SC,2,11,1,3,3,2,1,2,1,1,1,1,1,2,2,2,1,3,1,0,3,,1000
MG,1,8,1,2,3,2,1,1,1,1,1,1,1,2,2,1,2,2,1,0,3,3,1530
RS,1,5,5,1,5,3,2,1,1,1,1,1,2,2,2,2,2,0,0,0,5,9,320
MG,1,9,1,2,7,2,5,1,1,1,1,1,1,2,2,1,2,1,1,0,7,1,1252
SP,1,5,1,1,6,2,4,1,1,1,1,1,1,2,2,1,1,2,0,0,6,1,2502
MA,1,5,1,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,2,9,50
SP,1,5,4,1,2,0,2,1,1,1,1,1,2,2,2,2,2,2,0,0,2,3,60
RJ,1,7,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,2,0,0,5,1,2782
MG,2,5,1,1,6,3,3,2,3,1,1,2,2,2,2,2,2,1,0,0,6,3,302
MG,2,5,1,1,4,2,2,2,7,1,1,1,2,2,2,2,2,1,0,0,4,3,1000
MA,1,5,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,2,331
SP,1,3,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,1000
BA,2,8,1,1,6,5,1,1,3,1,1,2,2,2,2,2,2,1,0,0,6,3,422
CE,1,4,1,1,6,3,3,3,1,1,2,2,2,2,2,2,2,1,0,0,6,3,151
TO,2,5,1,0,5,3,2,2,3,2,1,1,2,2,2,2,2,0,0,0,5,3,166
SP,2,5,4,1,5,3,2,2,1,1,1,1,2,2,2,2,2,1,1,0,5,3,240
MG,1,9,1,4,8,6,2,1,1,1,1,2,1,2,2,1,2,2,1,0,8,1,2763
RS,1,5,1,1,3,2,1,1,3,1,1,1,2,2,2,2,2,1,0,0,3,1,377
RJ,1,7,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,0,0,2,1,951
SP,1,5,4,1,4,1,3,1,1,1,2,1,1,2,2,2,2,1,0,0,4,1,700
SP,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,151
SP,1,2,3,1,6,4,2,1,1,1,1,1,2,1,1,1,2,1,0,0,6,1,491
PR,1,5,2,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,522
BA,1,7,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,0,0,2,1,4426
SP,1,11,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,7900
BA,1,3,3,0,2,0,2,3,5,2,2,2,2,2,2,2,2,1,0,0,2,3,151
PR,1,6,1,1,4,3,1,1,1,1,1,1,2,1,2,1,1,2,2,0,4,1,953
PE,1,6,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,4,,350
MS,1,5,1,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,306
MG,2,8,1,1,2,2,0,2,3,1,1,1,2,2,2,2,2,1,1,0,2,3,626
MA,2,6,1,0,4,2,2,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,1000
SP,1,3,1,1,5,3,2,1,1,1,1,1,1,1,1,1,2,1,0,1,5,1,1100
SC,1,6,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,2,,1399
SP,1,6,4,1,5,3,2,2,7,1,1,1,1,2,2,1,2,1,1,0,5,3,550
RJ,1,4,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,1,0,0,4,2,900
MA,2,4,1,0,4,3,1,2,5,2,2,2,2,2,2,2,2,0,0,0,4,3,733
BA,1,8,1,2,12,5,7,1,1,1,1,1,2,1,2,2,2,2,0,0,12,1,1115
RS,1,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,0,1,0,2,1,800
ES,2,6,1,1,4,2,2,2,3,1,1,1,2,1,2,2,2,1,1,0,4,3,400
MG,2,7,1,1,3,1,2,2,3,1,1,1,2,2,1,2,2,1,0,0,3,3,1050
AL,1,7,1,1,4,1,3,1,1,1,1,1,1,2,2,2,2,2,0,0,4,3,800
RS,1,10,1,2,4,3,1,1,1,1,1,1,2,1,1,1,2,2,0,1,4,1,1505
SP,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,1,0,3,1,450
PR,1,5,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,0,0,0,4,1,250
RJ,1,6,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,0,4,1,2250
RO,2,4,1,0,3,2,1,2,3,1,2,1,2,2,2,2,2,0,0,0,3,3,672
PR,1,6,1,1,3,2,1,1,1,1,1,1,2,1,2,1,2,1,1,0,3,3,1700
RO,1,4,2,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,3,380
MG,1,5,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,426
SP,1,3,5,1,2,2,0,1,1,1,1,1,2,2,2,2,2,0,0,0,2,3,300
RJ,1,5,3,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,1100
PB,1,10,1,1,7,4,3,3,5,1,1,1,2,2,2,2,2,2,0,0,7,1,150
MG,1,6,2,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,529
PE,1,5,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,,300
MG,1,4,3,1,1,0,1,1,2,1,2,2,2,2,2,2,2,1,0,0,1,9,150
MG,1,7,1,2,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,151
SP,1,3,3,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,1,3,3,580
MG,1,5,1,1,4,1,3,1,1,1,1,1,2,1,1,1,2,2,1,0,4,1,1800
CE,1,9,1,1,5,2,3,1,6,1,1,1,2,2,2,2,2,1,1,0,5,1,151
BA,1,5,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,2,151
RJ,1,5,4,1,5,1,4,2,4,1,1,1,2,1,2,2,2,1,0,0,5,3,1050
MG,1,10,2,2,6,4,2,1,1,1,1,1,2,2,2,2,2,2,0,0,6,1,482
RS,2,5,5,1,4,3,1,2,5,1,2,1,2,2,2,2,2,1,0,0,4,3,748
SP,1,3,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,341
BA,1,5,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,302
MG,2,6,4,1,7,2,5,2,3,1,1,1,2,1,2,2,2,1,0,0,7,3,651
SP,1,,,,2,1,1,,,,,,,,,,,,,,2,1,700
MG,1,6,5,1,3,1,2,1,2,1,1,1,1,1,2,1,2,2,0,0,3,1,750
RS,1,5,3,1,3,2,1,1,1,1,2,1,2,2,2,2,2,1,0,0,3,3,500
RN,2,7,1,1,4,1,3,1,5,1,1,1,2,2,2,2,2,1,0,0,4,2,107
MG,2,4,1,0,4,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,151
SC,1,6,3,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,0,0,1,,151
SP,1,5,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,0,3,1,11240
PR,1,3,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,201
SP,1,6,1,1,4,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,4,1,801
GO,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,151
RJ,1,1,1,0,1,1,0,2,1,1,2,2,2,2,2,2,2,0,0,0,1,3,151
MG,1,6,1,1,6,2,4,1,1,1,1,1,2,2,2,1,2,2,1,0,6,1,594
MA,2,4,1,1,1,1,0,1,5,1,2,1,2,2,2,2,2,1,1,0,1,3,5000
SP,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,3,1,0,3,1,1420
MA,1,7,1,2,5,2,3,1,1,1,1,1,1,2,2,1,2,2,0,0,5,1,600
SP,1,5,3,1,4,1,3,1,1,1,1,1,2,2,2,2,2,3,1,0,4,1,570
RR,1,5,1,1,1,1,0,1,1,1,2,1,2,2,2,2,2,0,1,0,1,3,8000
RO,1,7,1,2,3,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,3,3,1000
SP,1,9,1,8,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,0,2,1,42500
RN,1,8,1,2,6,4,2,1,2,1,1,1,1,1,2,1,2,3,1,0,6,1,2651
MG,2,8,1,1,5,3,2,2,3,1,1,1,2,2,2,2,2,1,1,0,5,3,1400
SC,1,12,1,1,4,2,2,1,1,1,1,1,1,1,2,1,1,2,1,0,4,,1306
GO,1,5,1,1,6,1,5,1,1,1,1,1,1,2,2,1,2,1,2,0,6,1,900
SP,1,7,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,4,1,1500
MG,1,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,2,3,151
PE,2,8,1,0,6,2,4,2,7,1,1,1,2,2,2,2,2,1,0,0,6,,302
SP,1,4,1,2,4,3,1,1,1,1,1,1,2,1,1,1,2,0,1,0,4,1,1000
SP,1,7,1,2,6,1,5,1,1,1,1,1,1,1,1,1,1,2,2,0,6,1,3260
PR,1,7,1,1,6,4,2,1,1,1,1,1,1,2,2,1,2,2,1,0,6,3,1361
SP,1,5,2,1,6,5,1,1,1,1,1,1,1,2,2,2,2,2,1,0,6,1,1380
SP,1,6,1,2,3,2,1,3,1,1,1,1,1,1,1,1,2,2,1,0,3,3,1000
SP,1,8,3,2,5,1,4,1,1,1,1,1,1,1,1,1,1,1,2,0,5,1,5000
PR,1,5,1,1,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,3,250
MG,2,4,4,1,7,4,3,2,3,1,1,1,2,2,2,2,2,1,0,0,7,9,457
TO,2,8,1,0,5,1,4,2,3,2,1,1,2,2,2,1,2,0,0,0,5,3,151
PR,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,2450
BA,1,6,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,1,0,4,2,480
SP,1,3,5,1,6,3,3,1,1,1,2,1,2,2,2,2,2,1,0,0,6,2,1000
SC,1,5,2,1,6,3,3,1,1,1,1,1,2,2,1,2,2,2,0,0,6,,650
RJ,1,5,1,1,5,4,1,2,1,1,1,1,2,2,2,2,2,1,0,0,5,2,351
PR,1,7,1,1,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,0,4,1,2997
MG,1,4,1,1,4,2,2,2,1,1,1,1,2,2,2,2,2,1,1,0,4,1,560
MA,1,7,5,0,3,2,1,1,3,1,2,2,2,2,2,2,2,1,0,0,3,3,80
MG,2,8,1,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,3,3,400
SP,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,230
RJ,2,3,1,0,9,4,5,2,3,1,1,1,2,2,2,2,2,1,0,0,9,3,711
PA,1,3,1,0,5,2,3,1,1,1,2,1,2,2,2,1,2,2,0,0,5,3,391
RJ,1,8,3,2,4,3,1,1,1,1,1,1,1,1,1,1,2,3,1,0,4,1,1020
BA,1,7,1,1,13,6,7,1,1,1,1,1,2,2,2,2,2,1,0,0,13,1,330
AL,2,6,1,0,7,2,5,3,5,2,2,2,2,2,2,2,2,0,0,0,7,3,100
SP,2,8,1,2,6,3,3,2,2,1,1,1,2,2,2,2,2,2,1,0,6,3,150
PA,1,5,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,0,0,2,3,151
MG,1,5,1,1,5,3,2,1,1,1,1,1,2,1,2,1,2,1,0,0,5,3,1051
