sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
MS,1,5,1,1,5,2,3,1,1,1,2,1,1,2,1,1,2,2,1,0,5,3,2190
PE,1,4,3,0,2,2,0,3,5,1,1,2,2,2,2,2,2,1,0,0,2,,271
PB,1,9,2,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,563
SP,1,5,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,1460
RJ,1,12,1,0,10,4,6,1,1,1,1,1,1,1,2,1,2,4,1,1,10,1,1501
GO,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,525
PR,1,2,3,0,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,2,151
PA,2,2,1,0,8,4,4,2,3,2,2,2,2,2,2,2,2,0,0,0,8,3,300
MG,1,2,1,1,4,2,2,1,1,1,1,2,2,2,2,2,2,0,0,0,4,1,400
BA,1,7,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,2,3,780
SP,1,7,1,2,4,3,1,1,1,1,1,1,1,1,1,2,2,2,0,0,4,1,380
RJ,1,6,1,2,5,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,5,3,551
BA,1,3,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,3,200
SP,1,3,3,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,630
RJ,1,6,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,0,2,1,5300
PB,2,5,1,0,9,4,5,3,5,1,1,1,2,2,2,2,2,1,0,0,9,3,151
SP,1,4,1,1,4,2,2,1,1,1,1,1,1,2,2,2,2,2,1,0,4,1,300
CE,1,3,1,1,3,1,2,1,2,1,1,2,2,2,2,2,2,1,1,0,3,3,654
MG,2,5,1,1,2,2,0,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,2520
RJ,1,5,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,2,0,0,3,1,700
SC,2,5,1,0,5,4,1,2,3,1,1,2,2,2,2,2,2,1,0,0,5,,250
RJ,1,5,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,0,0,3,1,718
MT,1,6,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,3,900
RO,2,5,1,0,4,3,1,2,5,1,1,1,2,2,2,2,2,1,0,0,4,3,561
RJ,1,,,,3,1,2,,,,,,,,,,,,,,3,2,400
MG,1,7,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,0,1,1,400
PE,1,8,1,1,7,1,6,1,1,1,1,1,2,2,2,2,2,2,0,0,7,,604
SP,1,4,1,1,4,2,2,1,1,1,1,1,1,1,2,1,2,2,1,0,4,1,1200
PA,1,,,,4,2,2,,,,,,,,,,,,,,4,1,540
GO,1,7,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,664
SP,2,6,5,1,9,7,2,2,3,1,1,1,2,2,2,2,2,1,0,0,9,3,50
PA,1,4,4,1,3,2,1,1,1,1,1,1,1,1,2,1,2,2,0,1,3,1,2100
CE,1,4,1,0,3,0,3,3,1,1,1,2,2,2,2,2,2,1,0,0,3,3,100
MG,1,4,1,1,2,0,2,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,138
SP,1,7,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,4,1,4000
SP,2,5,4,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,3,3,450
RJ,1,6,1,1,6,2,4,1,1,1,1,1,1,1,1,1,2,3,1,1,6,1,2813
SP,2,6,1,2,4,2,2,2,1,1,1,1,2,2,2,1,2,3,0,0,4,3,1900
SP,1,4,3,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,830
PR,2,6,4,1,4,2,2,2,3,1,1,1,2,2,2,1,2,1,0,0,4,3,372
BA,1,4,4,1,1,1,0,1,1,1,1,1,2,2,2,1,2,1,0,0,1,1,151
BA,2,4,1,0,3,1,2,3,5,2,2,2,2,2,2,2,2,0,0,0,3,3,302
SP,1,8,1,2,4,2,2,1,1,1,1,1,2,1,2,1,2,3,0,0,4,1,1200
BA,1,4,1,2,3,1,2,1,1,1,2,1,2,2,2,1,2,1,0,0,3,1,2300
CE,1,7,1,1,5,3,2,1,1,1,1,1,1,1,2,1,2,2,1,0,5,1,2617
RO,2,4,1,0,2,1,1,2,3,2,2,2,2,2,2,2,2,0,0,0,2,3,80
SP,1,8,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,0,3,1,1700
RN,1,6,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,1,860
RS,1,6,5,1,5,1,4,1,1,1,1,1,1,1,2,2,2,2,0,0,5,2,40
GO,1,8,5,1,5,3,2,1,1,1,1,1,1,2,2,2,2,1,0,0,5,1,457
MG,1,4,1,1,7,3,4,1,3,1,1,1,2,2,2,2,2,1,0,0,7,3,500
MG,1,3,1,1,5,3,2,1,1,1,2,1,2,2,2,2,2,1,0,0,5,1,200
MG,1,7,1,1,1,0,1,1,1,1,2,2,2,2,2,1,2,0,0,0,1,1,438
SP,2,6,3,1,4,2,2,2,3,1,1,1,2,2,2,2,2,2,1,0,4,3,380
MG,1,9,1,1,12,4,8,1,2,1,1,1,2,2,2,2,2,1,0,0,12,1,823
MT,2,5,4,1,4,2,2,2,4,1,1,1,2,2,2,2,2,1,1,0,4,3,800
PI,1,6,2,1,3,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1630
SP,1,5,1,3,4,1,3,1,1,1,1,1,1,1,1,1,2,3,1,0,4,1,1660
SP,1,6,2,1,3,1,2,1,1,1,1,1,1,2,1,1,1,2,1,0,3,1,2400
SP,1,5,2,1,3,1,2,1,1,1,1,1,2,1,1,1,2,2,1,0,3,1,1620
SC,1,6,1,2,1,1,0,1,1,1,1,1,1,2,2,2,1,1,0,0,1,,150
PR,1,5,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,0,0,2,1,151
MG,2,,,,2,1,1,,,,,,,,,,,,,,2,3,300
PE,1,6,1,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,,647
RJ,1,4,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,2,1,0,4,1,500
AP,2,4,1,1,3,1,2,1,3,1,2,1,2,2,2,2,2,0,0,0,3,2,184
BA,1,8,1,2,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,351
MG,2,6,5,1,1,0,1,2,5,1,1,1,2,2,2,2,2,1,0,0,1,3,151
AM,1,2,3,1,5,2,3,1,1,1,2,2,2,2,2,2,2,1,0,0,5,3,300
BA,2,5,4,0,6,3,3,2,5,2,2,2,2,2,2,2,2,0,0,0,6,3,160
CE,2,4,4,0,4,2,2,2,3,1,1,2,2,2,2,2,2,1,0,0,4,3,50
BA,1,10,1,0,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,270
RJ,1,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,500
MG,1,8,1,1,3,0,3,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,302
MG,1,10,1,1,5,3,2,2,2,1,1,1,2,1,2,1,2,1,1,0,5,3,1151
PE,1,5,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,,300
ES,1,6,1,1,2,1,1,1,3,1,1,2,1,2,2,2,2,1,0,0,2,3,200
BA,2,5,1,0,1,1,0,3,5,1,1,2,2,2,2,2,2,0,0,0,1,3,50
RJ,1,6,1,1,3,2,1,2,1,1,1,1,1,1,2,2,2,1,0,0,3,2,919
RS,1,10,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,4,1,7600
MT,1,5,3,1,6,3,3,1,1,1,1,2,2,2,2,2,2,1,0,0,6,3,654
PR,1,6,3,2,5,3,2,1,1,1,1,1,2,1,2,2,2,1,0,0,5,1,492
BA,1,7,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,250
RJ,1,5,1,1,5,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1020
MG,2,6,1,0,3,1,2,2,3,1,1,2,2,2,2,2,2,0,0,0,3,3,400
PR,1,7,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,1800
RS,1,7,1,2,2,0,2,1,1,1,1,1,2,2,2,1,2,2,0,0,2,1,256
MG,2,8,1,0,10,5,5,3,7,1,1,1,2,2,2,2,2,2,0,0,10,3,674
PR,1,3,5,1,4,3,1,1,1,1,1,1,1,1,2,2,2,1,0,0,4,1,696
MT,2,5,4,1,1,1,0,2,3,1,2,2,2,2,2,2,2,0,0,0,1,3,430
RO,1,6,1,1,6,4,2,1,1,1,1,1,2,2,2,1,2,2,0,0,6,3,1451
RS,1,5,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,3670
RJ,1,7,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,352
SP,1,6,5,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,1730
SP,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,345
MG,2,8,1,1,5,4,1,2,3,1,1,1,2,2,2,2,2,1,1,0,5,3,200
AL,1,4,3,1,5,2,3,1,1,1,2,2,2,2,2,2,2,1,0,0,5,3,300
RS,2,4,1,1,2,1,1,2,5,1,1,1,2,2,2,2,2,1,0,0,2,3,302
RJ,1,6,1,1,6,2,4,1,1,1,1,1,1,1,2,1,1,2,1,0,6,1,2124
MG,1,6,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,4,1,5000
SP,1,4,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,1,1,0,4,1,840
SP,1,3,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,150
AM,1,6,1,2,5,2,3,1,1,1,1,1,1,1,2,1,1,2,1,2,5,1,2400
CE,2,6,5,0,8,2,6,3,3,1,1,1,2,2,2,2,2,1,0,0,8,3,271
RJ,1,3,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,4,1,670
PE,1,7,1,1,12,4,8,1,1,1,1,1,2,2,2,2,2,1,0,0,12,,402
SP,1,5,3,1,5,4,1,1,1,1,1,1,2,2,2,2,2,1,1,0,5,1,640
MG,1,8,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,3,2,0,1,1,2500
RS,1,2,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,3,225
SC,1,8,3,2,9,3,6,1,1,1,2,1,2,1,1,2,2,1,0,0,9,,1350
MT,2,5,4,1,3,2,1,1,3,1,2,1,2,2,2,2,2,1,0,0,3,3,530
SP,1,6,1,1,5,2,3,1,1,1,1,1,1,1,1,1,2,3,1,0,5,1,1050
GO,1,4,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,1,0,0,1,1,151
MA,1,2,1,0,4,1,3,1,1,1,2,1,2,2,2,2,2,1,0,0,4,3,50
PR,1,5,1,0,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,3,550
SP,1,9,1,3,4,0,4,1,1,1,1,1,1,1,2,1,1,4,1,0,4,1,1290
MA,1,6,1,0,4,2,2,1,3,1,1,1,2,2,2,2,2,0,0,0,4,3,60
AM,1,2,1,1,4,2,2,1,1,1,2,1,2,2,2,2,2,1,0,0,4,1,800
SP,1,6,5,1,1,0,1,1,1,1,2,1,2,1,1,1,2,1,0,0,1,1,190
RS,1,5,4,2,5,2,3,1,1,1,1,1,2,1,2,1,2,1,1,0,5,3,641
SP,1,5,1,1,18,6,12,1,1,1,1,1,1,1,1,1,1,3,0,2,18,1,2342
MG,1,6,1,1,1,0,1,1,1,1,1,1,2,2,2,1,2,1,1,0,1,1,1200
SP,1,4,5,1,3,1,2,1,1,1,1,1,1,2,1,1,2,2,0,0,3,1,934
MG,1,7,1,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,0,0,6,2,1151
MT,1,6,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,0,0,0,3,1,351
PA,1,3,1,0,3,1,2,2,5,1,1,2,2,2,2,2,2,0,0,0,3,3,302
MA,2,6,1,0,2,1,1,3,3,1,2,2,2,2,2,2,2,0,0,0,2,3,151
PA,1,3,1,0,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,302
MA,2,3,4,0,7,6,1,2,3,1,1,2,2,2,2,2,2,0,0,0,7,3,231
SP,1,6,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,2,0,0,3,1,311
SP,1,5,3,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,1,3,2165
AM,1,,,,6,3,3,,,,,,,,,,,,,,6,3,300
SP,1,5,1,1,2,0,2,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,551
SP,1,3,1,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,0,0,3,3,1300
RS,1,7,5,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,2,1,534
PR,1,6,3,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,0,0,3,1,850
SP,1,10,1,3,4,1,3,1,1,1,1,1,2,1,1,1,1,3,1,3,4,1,400
RJ,1,8,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4000
MS,1,14,1,4,7,5,2,1,1,1,1,1,1,1,1,1,1,4,1,2,7,1,5671
SP,2,7,4,1,3,1,2,2,3,1,1,1,2,2,2,2,2,1,0,0,3,9,300
SP,1,8,4,1,4,1,3,1,1,1,1,1,1,2,2,2,1,1,0,0,4,1,700
MG,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,2,1,420
MG,1,5,3,1,4,3,1,1,1,1,1,1,2,1,2,2,2,1,0,0,4,1,601
PE,1,6,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,3,,280
PI,1,6,1,1,6,3,3,1,5,1,1,2,2,2,2,2,2,1,0,0,6,3,271
PI,2,5,1,0,3,2,1,3,5,1,2,2,2,2,2,2,2,1,0,0,3,3,150
BA,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,0,0,2,3,1102
PE,1,5,1,1,5,3,2,1,5,1,1,1,1,2,2,2,2,2,0,0,5,,1011
SP,1,5,5,1,4,3,1,1,1,1,2,1,2,2,2,1,2,1,0,0,4,1,500
SP,1,5,1,1,5,2,3,1,1,1,1,1,1,1,1,1,2,3,1,0,5,1,600
RS,2,6,1,1,3,1,2,1,3,1,1,1,2,2,2,2,2,1,1,0,3,1,1302
PI,1,10,1,5,5,2,3,1,1,1,1,1,1,2,1,1,1,4,2,3,5,1,2581
PR,1,13,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,3,1,6000
SP,1,6,1,2,4,2,2,1,1,1,1,1,1,2,2,1,2,2,2,0,4,1,900
BA,1,6,5,1,3,2,1,1,3,2,2,2,2,2,2,2,2,0,0,0,3,3,120
SC,2,8,1,1,4,3,1,2,7,1,1,1,1,1,2,1,2,2,1,0,4,,1900
BA,2,6,1,0,8,5,3,2,3,2,1,2,2,2,2,2,2,1,0,0,8,3,260
PR,1,4,4,1,3,2,1,1,1,1,1,1,2,1,1,1,2,0,1,0,3,3,1000
MG,1,6,1,1,1,1,0,1,1,1,1,1,2,1,2,1,2,1,0,0,1,1,400
GO,2,6,4,1,5,2,3,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,740
RS,1,6,3,1,3,0,3,1,1,1,1,1,1,1,2,1,2,1,0,0,3,1,2797
AL,1,4,1,1,7,5,2,1,1,1,1,1,1,2,2,2,2,1,0,0,7,1,151
PR,2,5,4,0,6,4,2,2,3,1,1,1,2,2,2,2,2,1,0,0,6,3,622
GO,2,5,1,0,5,3,2,2,4,1,1,2,2,2,2,2,2,0,0,0,5,3,453
BA,1,3,5,1,4,2,2,1,1,1,1,1,2,2,2,1,2,1,0,0,4,3,204
BA,1,4,1,0,2,1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,2,2,60
MG,1,7,1,1,8,3,5,1,1,1,1,2,2,2,2,2,2,1,0,0,8,1,451
RS,1,2,5,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,4,3,400
GO,1,9,3,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,2,751
GO,1,4,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,1000
RJ,1,4,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,431
RJ,1,5,2,1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,0,0,3,1,1400
SP,1,5,1,1,5,3,2,1,1,1,1,1,1,1,2,1,2,1,1,0,5,1,1000
PE,1,5,1,1,4,1,3,3,5,1,1,1,2,2,2,2,2,1,0,0,4,,302
SP,1,4,1,1,5,2,3,1,1,1,1,1,1,1,1,1,2,2,2,0,5,1,5200
SP,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2575
SP,1,7,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,0,0,1,1,151
PR,2,6,4,1,4,2,2,2,3,1,1,1,1,1,2,2,2,1,1,0,4,3,802
MG,1,9,1,1,4,2,2,1,1,1,1,1,2,1,2,1,2,2,0,0,4,3,1561
SP,1,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,583
RS,2,8,3,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,2,1,376
SP,2,4,3,1,4,3,1,1,1,1,1,1,1,2,2,2,2,1,0,0,4,3,1211
CE,1,5,1,1,6,2,4,1,1,1,2,1,2,2,2,2,2,0,0,0,6,1,543
PE,1,4,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,0,0,2,,136
MA,1,4,1,0,5,3,2,2,5,2,2,2,2,2,2,2,2,0,0,0,5,3,20
SC,1,6,1,1,4,2,2,1,1,1,1,1,2,2,2,1,2,1,1,0,4,,445
MG,1,7,1,1,5,2,3,1,1,1,1,1,1,1,2,2,2,1,1,0,5,1,1000
MA,2,4,1,0,3,2,1,2,5,1,2,2,2,2,2,2,2,0,0,0,3,3,200
PB,1,6,1,1,1,1,0,1,2,1,1,1,2,2,2,2,2,1,0,0,1,2,155
PR,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,2,1,0,3,1,820
RO,2,5,5,0,5,2,3,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,1160
SP,1,9,1,3,5,1,4,1,1,1,1,1,1,1,1,1,1,5,3,0,5,1,5300
PR,2,5,4,1,6,1,5,2,3,1,1,1,2,2,2,2,2,1,0,0,6,1,151
SP,1,8,1,2,4,2,2,1,1,1,1,1,1,2,2,1,2,1,1,0,4,1,2250
SP,1,10,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,5450
PR,1,6,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,1,0,4,3,760
MG,2,6,1,0,5,2,3,3,3,1,1,1,2,2,2,2,2,1,0,0,5,3,574
BA,1,6,1,0,11,4,7,1,3,1,1,2,2,2,2,2,2,1,0,0,11,3,380
MG,2,6,4,1,5,2,3,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,180
BA,1,5,1,0,2,1,1,3,1,1,1,2,2,2,2,2,2,2,0,0,2,3,100
MG,2,5,1,0,5,1,4,2,5,1,1,2,2,2,2,2,2,1,0,0,5,3,200
CE,1,5,1,1,2,0,2,1,2,1,1,1,1,2,2,2,2,1,0,0,2,1,170
SP,1,3,2,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,590
SP,1,6,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,2,1,2740
SP,1,8,1,2,5,1,4,2,2,1,1,1,1,1,1,1,2,3,2,0,5,3,10600
CE,1,5,3,1,6,3,3,1,1,1,2,1,2,2,2,2,2,1,0,0,6,1,1400
SP,1,3,3,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,0,0,1,1,150
TO,1,4,1,1,1,0,1,1,1,1,1,1,2,2,2,1,2,1,0,0,1,1,201
RS,1,4,2,1,4,1,3,1,1,1,1,1,1,1,1,1,2,2,0,0,4,1,510
SP,1,4,3,0,1,1,0,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,450
SC,1,7,4,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,0,2,,1300
RJ,1,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,2,1,294
PI,2,5,1,0,1,0,1,2,3,2,2,2,2,2,2,2,2,6,0,0,1,3,151
MG,1,7,1,1,5,4,1,1,1,1,1,1,1,2,2,1,2,3,0,0,5,1,1185
SP,1,4,3,1,3,2,1,1,1,1,1,1,1,2,2,1,2,2,0,0,3,1,3000
PI,2,4,5,0,4,2,2,2,3,2,1,2,2,2,2,2,2,0,0,0,4,3,90
SP,1,9,1,5,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,0,4,2,3900
CE,2,4,1,0,3,2,1,3,5,1,1,2,2,2,2,2,2,1,0,0,3,3,377
RO,1,5,1,1,3,1,2,2,1,1,1,1,1,2,2,2,2,1,0,0,3,3,690
MG,1,9,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,0,2,1,400
GO,2,5,1,0,2,1,1,2,3,1,2,2,2,2,2,2,2,0,0,0,2,3,601
MG,2,9,1,1,3,2,1,2,3,1,1,1,2,2,2,1,2,1,1,0,3,3,350
RS,1,7,3,2,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,220
SP,1,5,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,1,0,3,1,520
SP,1,6,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,0,3,1,1600
PE,1,5,1,1,5,1,4,1,5,1,2,1,2,2,2,2,2,1,0,0,5,,302
ES,1,4,4,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,0,0,3,1,495
RJ,1,5,1,1,7,3,4,1,1,1,1,1,1,1,2,2,2,2,0,1,7,1,401
MA,2,6,1,0,7,5,2,2,5,1,1,2,2,2,2,2,2,0,0,0,7,3,320
PB,2,6,2,1,5,1,4,1,5,1,1,1,2,2,2,2,2,1,0,0,5,3,451
RJ,1,4,1,1,5,1,4,1,1,1,1,1,2,2,2,2,2,1,1,0,5,1,500
SC,1,5,1,2,3,1,2,1,1,1,1,1,2,2,2,1,2,1,0,0,3,,500
PR,1,8,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,3,1150
RS,2,5,1,1,3,1,2,1,3,1,1,1,2,1,2,2,2,1,0,0,3,1,151
GO,1,6,5,0,3,1,2,2,1,1,1,2,2,2,2,2,2,1,0,0,3,1,160
MG,1,5,3,1,5,1,4,1,1,1,2,1,2,2,2,2,2,0,0,0,5,1,150
CE,2,9,1,0,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,2,3,302
SP,1,11,1,2,4,1,3,1,1,1,1,1,1,2,2,1,2,3,1,0,4,1,1460
BA,2,3,1,0,2,1,1,3,3,2,1,2,2,2,2,2,2,0,0,0,2,3,24
CE,2,4,1,0,7,4,3,3,3,1,1,1,2,2,2,2,2,1,0,0,7,2,181
SP,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,2,1,850
BA,2,5,1,0,7,4,3,3,3,2,1,2,2,2,2,2,2,1,0,0,7,3,382
MS,1,4,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,1,0,0,3,3,1065
PR,1,8,1,2,6,3,3,1,1,1,1,1,2,2,2,2,2,3,1,0,6,1,2589
PE,1,9,1,1,3,2,1,1,1,1,1,1,1,2,1,1,2,2,1,0,3,,1936
SP,1,6,1,1,4,3,1,1,1,1,1,1,1,1,2,2,2,2,1,0,4,1,1200
AL,1,11,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,4,1,4400
RN,1,4,1,0,8,4,4,1,3,1,2,1,2,2,2,2,2,0,0,0,8,3,531
SP,1,6,1,1,1,0,1,1,1,1,1,1,2,2,2,1,2,1,1,0,1,1,550
RJ,1,4,3,1,5,1,4,1,1,1,1,1,1,1,2,2,2,3,0,0,5,3,500
MA,1,7,1,2,6,2,4,1,1,1,1,1,2,2,2,1,2,2,0,0,6,1,624
PB,2,4,5,0,5,3,2,3,7,1,1,2,2,2,2,2,2,1,0,0,5,3,271
PE,1,9,1,3,3,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,,2220
CE,2,6,4,0,6,1,5,3,5,2,1,2,2,2,2,2,2,1,0,0,6,3,220
CE,2,8,1,0,4,1,3,2,5,1,1,1,2,2,2,2,2,1,0,0,4,3,370
RS,2,4,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,453
RJ,1,7,1,1,4,3,1,1,1,1,1,1,1,1,2,2,2,4,1,0,4,1,903
PB,1,4,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,2,300
RN,1,5,1,1,3,1,2,1,1,1,2,1,2,2,2,2,2,1,0,0,3,1,325
SP,1,5,3,1,5,2,3,1,1,1,1,1,1,2,1,1,2,3,0,0,5,1,1250
MG,2,5,1,1,4,3,1,2,3,1,1,1,2,1,2,2,2,1,1,0,4,3,312
SP,2,7,1,1,5,3,2,2,3,1,1,1,1,1,1,2,2,1,0,0,5,3,151
SP,1,3,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,1100
RJ,1,2,3,1,3,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,3,1,200
SC,1,10,1,2,3,0,3,1,1,1,1,1,1,1,2,1,2,2,0,0,3,,450
SP,1,5,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,3,230
MA,1,5,3,1,3,2,1,1,2,1,1,2,2,2,2,2,2,1,0,0,3,3,171
SP,1,7,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,350
SP,1,5,3,1,4,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,4,1,600
MT,2,6,1,1,7,4,3,2,3,1,1,1,2,2,2,2,2,1,0,0,7,3,371
RJ,1,5,1,1,5,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,5,1,5451
ES,1,5,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,1,0,3,9,150
RJ,1,9,2,3,3,0,3,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,4500
SP,1,5,2,1,6,3,3,1,1,1,1,1,2,2,2,2,2,2,0,0,6,1,650
PR,1,8,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,0,3,3,680
SC,1,4,5,2,1,0,1,1,3,1,1,1,2,2,2,1,2,1,0,0,1,,1250
SP,2,5,1,1,4,2,2,2,1,1,1,1,1,1,2,2,2,2,1,0,4,3,1151
MG,2,4,4,0,4,2,2,2,3,1,1,2,2,2,2,2,2,0,0,0,4,3,140
SP,1,8,1,2,1,0,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,1,350
CE,1,5,3,0,3,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,3,1,470
PA,2,5,1,0,7,3,4,2,3,2,2,2,2,2,2,2,2,0,0,0,7,3,300
AL,1,6,3,1,4,1,3,1,1,1,1,1,1,2,2,2,2,0,0,0,4,1,300
